ls_xy,ls_z,os_xyz,ls_t,os_t,ls_ap,mse
0.015,1.0,75.0,0.1,25.0,2.0,66.65365600585938
0.12,0.25,75.0,5.0,25.0,2.0,
0.015,1.0,75.0,0.5,5.0,1000000.0,66.18492889404297
0.015,0.5,25.0,0.02,5.0,1.0,61.7099609375
0.06,0.25,75.0,0.1,75.0,0.5,78.44646453857422
0.06,0.5,150.0,0.02,5.0,0.5,55.512420654296875
0.24,0.5,150.0,0.5,25.0,1.0,
0.06,0.5,25.0,50.0,5.0,1.0,59.29506301879883
0.03,0.5,75.0,50.0,5.0,2.0,54.11409378051758
0.24,1.0,25.0,0.1,75.0,0.5,95.80105590820312
0.24,0.5,75.0,0.1,25.0,1.0,
0.24,0.25,75.0,0.02,5.0,1000000.0,
0.06,1.0,75.0,50.0,5.0,2.0,61.4140625
0.06,0.5,25.0,0.5,75.0,0.5,62.13500213623047
0.015,0.25,150.0,50.0,25.0,2.0,60.58917236328125
0.015,0.5,75.0,0.5,25.0,2.0,59.86492156982422
0.24,1.0,150.0,0.1,25.0,2.0,
0.06,0.25,150.0,5.0,25.0,0.5,63.65375900268555
0.015,0.5,25.0,0.02,75.0,2.0,87.89595031738281
0.12,0.5,75.0,0.1,75.0,2.0,
0.015,0.5,150.0,0.1,75.0,1.0,75.42755889892578
0.24,0.5,25.0,0.02,75.0,0.5,98.8454360961914
0.015,0.5,25.0,0.1,5.0,2.0,62.32412338256836
0.06,1.0,25.0,0.5,5.0,1000000.0,80.08612823486328
0.06,0.25,75.0,0.02,25.0,2.0,76.14143371582031
0.06,0.5,150.0,0.02,5.0,1.0,57.68973922729492
0.03,1.0,75.0,5.0,5.0,1.0,55.32924270629883
0.03,1.0,25.0,0.02,25.0,2.0,79.16175842285156
0.06,0.5,25.0,5.0,25.0,2.0,65.8840103149414
0.015,1.0,150.0,0.1,5.0,2.0,61.35736846923828
0.03,0.25,75.0,0.1,25.0,1000000.0,71.33302307128906
0.03,0.5,75.0,0.5,75.0,1.0,58.12797164916992
0.24,0.5,150.0,50.0,5.0,1.0,
0.06,1.0,150.0,0.02,25.0,1.0,69.8155288696289
0.015,1.0,25.0,5.0,5.0,1000000.0,63.61845397949219
0.06,1.0,150.0,5.0,75.0,0.5,
0.06,1.0,25.0,50.0,5.0,1.0,62.658485412597656
0.06,0.25,75.0,0.5,5.0,0.5,58.05727005004883
0.12,1.0,75.0,0.5,5.0,0.5,64.48948669433594
0.015,1.0,25.0,5.0,5.0,2.0,58.0912971496582
0.12,0.25,25.0,0.5,5.0,1.0,69.08586120605469
0.015,0.5,75.0,0.1,25.0,1000000.0,71.47551727294922
0.24,0.25,150.0,0.5,25.0,2.0,
0.06,1.0,75.0,0.5,25.0,2.0,69.49251556396484
0.12,0.5,150.0,0.1,25.0,0.5,
0.24,0.5,25.0,0.5,5.0,1000000.0,
0.06,1.0,150.0,0.5,5.0,2.0,
0.015,0.5,75.0,0.1,5.0,2.0,60.666316986083984
0.03,1.0,75.0,0.5,5.0,1.0,56.048587799072266
0.03,0.5,150.0,50.0,75.0,1000000.0,
0.12,0.5,25.0,5.0,5.0,2.0,70.96834564208984
0.12,0.5,25.0,5.0,25.0,0.5,67.51048278808594
0.03,0.5,75.0,0.02,75.0,2.0,83.40010833740234
0.015,0.25,150.0,50.0,75.0,2.0,61.25328063964844
0.015,1.0,150.0,0.5,75.0,2.0,63.54966354370117
0.06,0.5,75.0,0.1,75.0,2.0,74.78946685791016
0.06,0.25,75.0,0.02,5.0,1000000.0,78.81590270996094
0.06,1.0,75.0,0.02,25.0,1.0,71.69058227539062
0.015,0.5,25.0,0.5,25.0,0.5,55.300662994384766
0.06,0.5,150.0,0.1,5.0,0.5,57.26688003540039
0.015,0.5,25.0,0.02,75.0,0.5,85.02953338623047
0.12,1.0,25.0,0.1,5.0,1000000.0,88.3266830444336
0.24,1.0,150.0,50.0,5.0,2.0,
0.03,1.0,150.0,50.0,5.0,0.5,55.345802307128906
0.24,0.25,150.0,0.1,25.0,2.0,
0.24,0.25,75.0,0.5,5.0,1.0,
0.06,0.5,25.0,50.0,75.0,2.0,
0.015,0.25,150.0,0.02,75.0,1000000.0,92.37892150878906
0.24,0.5,150.0,0.5,5.0,0.5,
0.03,0.25,75.0,0.02,5.0,2.0,57.06383514404297
0.06,0.5,150.0,0.1,75.0,1.0,
0.24,0.25,150.0,5.0,25.0,1.0,
0.015,0.5,75.0,0.5,75.0,0.5,57.26667022705078
0.12,0.5,75.0,0.1,75.0,1000000.0,
0.24,1.0,75.0,5.0,75.0,1000000.0,
0.015,0.5,150.0,50.0,75.0,1.0,58.52199172973633
0.015,1.0,75.0,0.02,75.0,1000000.0,91.65338134765625
0.06,1.0,75.0,50.0,25.0,2.0,66.1383285522461
0.03,0.5,150.0,0.02,5.0,0.5,52.97595977783203
0.12,0.5,25.0,0.5,75.0,1.0,
0.12,0.25,25.0,0.5,25.0,1.0,71.91974639892578
0.24,0.5,75.0,5.0,5.0,1.0,
0.06,0.25,150.0,0.02,25.0,0.5,65.86915588378906
0.03,0.5,25.0,0.02,75.0,0.5,83.41075134277344
0.015,0.5,75.0,0.1,75.0,1000000.0,75.47249603271484
0.06,1.0,75.0,0.5,75.0,1000000.0,
0.24,0.25,25.0,0.02,5.0,2.0,81.67671966552734
0.015,0.5,150.0,0.1,5.0,1000000.0,68.64381408691406
0.015,0.25,25.0,0.1,25.0,2.0,66.83171844482422
0.24,0.25,75.0,0.5,25.0,2.0,
0.12,0.25,150.0,5.0,5.0,1000000.0,
0.06,0.5,25.0,5.0,5.0,2.0,64.39277648925781
0.24,0.25,75.0,0.02,25.0,0.5,82.26342010498047
0.03,0.5,75.0,0.5,75.0,1000000.0,
0.015,1.0,25.0,50.0,75.0,0.5,53.016780853271484
0.06,0.25,75.0,0.5,5.0,1.0,59.39264678955078
0.06,0.25,75.0,5.0,5.0,2.0,59.81945037841797
0.12,1.0,150.0,0.02,25.0,0.5,73.99089813232422
0.12,1.0,150.0,0.02,75.0,2.0,
0.12,1.0,150.0,5.0,5.0,1.0,
0.03,1.0,150.0,5.0,25.0,1000000.0,67.7380142211914
0.03,0.25,75.0,5.0,5.0,1.0,53.89309310913086
0.03,1.0,75.0,0.02,25.0,1.0,66.3655776977539
0.015,0.25,25.0,50.0,5.0,0.5,52.16283416748047
0.03,0.25,75.0,50.0,75.0,2.0,55.58496856689453
0.12,0.25,75.0,0.1,5.0,1000000.0,
0.24,1.0,75.0,50.0,75.0,2.0,
0.015,0.5,25.0,0.02,25.0,1.0,76.08073425292969
0.24,0.25,75.0,0.1,25.0,1000000.0,
0.06,0.5,75.0,0.5,25.0,0.5,62.31733322143555
0.03,0.25,75.0,50.0,5.0,0.5,52.98686981201172
0.12,0.5,25.0,5.0,75.0,0.5,
0.12,0.25,25.0,0.1,25.0,2.0,79.92696380615234
0.24,1.0,150.0,0.02,75.0,1000000.0,
0.03,0.5,150.0,0.1,5.0,2.0,55.1776008605957
0.03,0.5,75.0,5.0,25.0,2.0,56.44799041748047
0.03,0.5,25.0,0.1,5.0,0.5,57.141841888427734
0.06,0.25,25.0,50.0,75.0,2.0,
0.015,1.0,25.0,0.5,5.0,2.0,59.86808395385742
0.12,0.25,150.0,0.1,5.0,1.0,
0.12,0.5,150.0,5.0,5.0,2.0,
0.03,1.0,150.0,50.0,25.0,1.0,58.355472564697266
0.12,0.25,25.0,0.1,75.0,0.5,82.9607162475586
0.12,0.5,150.0,0.1,25.0,1000000.0,
0.24,0.25,75.0,50.0,75.0,1.0,
0.015,0.25,75.0,0.1,5.0,2.0,60.68717956542969
0.24,0.25,75.0,5.0,25.0,2.0,
0.06,0.25,150.0,5.0,75.0,2.0,
0.06,0.25,75.0,5.0,5.0,1000000.0,
0.24,1.0,150.0,0.1,25.0,1000000.0,
0.06,0.25,150.0,0.02,5.0,1.0,57.57905197143555
0.12,1.0,150.0,0.1,75.0,1.0,
0.015,0.25,25.0,50.0,75.0,0.5,52.62715530395508
0.12,1.0,75.0,0.1,25.0,2.0,
0.015,0.5,150.0,50.0,5.0,2.0,59.68487548828125
0.06,0.5,75.0,0.1,5.0,1000000.0,74.29597473144531
0.03,0.5,25.0,5.0,75.0,0.5,54.43051528930664
0.12,0.5,150.0,5.0,25.0,1.0,
0.03,1.0,75.0,5.0,25.0,2.0,58.3457145690918
0.12,0.25,150.0,5.0,75.0,2.0,
0.06,1.0,75.0,0.1,25.0,0.5,70.07730865478516
0.015,0.5,25.0,5.0,75.0,1000000.0,63.57021713256836
0.06,1.0,25.0,5.0,75.0,2.0,
0.12,0.5,25.0,0.02,25.0,0.5,82.93328094482422
0.015,0.5,150.0,0.02,75.0,0.5,80.57823944091797
0.03,0.25,25.0,0.1,75.0,1000000.0,78.84437561035156
0.12,0.25,75.0,50.0,25.0,0.5,63.80052185058594
0.06,0.25,150.0,5.0,25.0,1.0,63.179405212402344
0.03,0.5,75.0,50.0,75.0,0.5,56.11328125
0.03,0.25,150.0,5.0,25.0,0.5,60.80312728881836
0.24,0.5,150.0,0.5,75.0,1000000.0,
0.24,0.25,75.0,0.02,5.0,2.0,76.19610595703125
0.12,1.0,25.0,0.5,25.0,0.5,72.82454681396484
0.24,0.25,150.0,0.02,25.0,2.0,
0.06,0.5,75.0,0.1,5.0,2.0,60.56948471069336
0.015,0.25,150.0,0.5,75.0,1000000.0,69.59521484375
0.12,1.0,75.0,5.0,25.0,0.5,69.19966888427734
0.015,0.5,150.0,0.5,25.0,2.0,62.71673583984375
0.06,0.5,150.0,0.1,5.0,1000000.0,
0.24,1.0,25.0,50.0,5.0,2.0,73.99365997314453
0.12,0.5,25.0,50.0,25.0,2.0,70.86951446533203
0.06,1.0,75.0,50.0,75.0,1000000.0,
0.015,0.25,150.0,0.5,25.0,1000000.0,69.66481018066406
0.03,0.5,25.0,5.0,5.0,1.0,53.73999786376953
0.03,1.0,150.0,5.0,25.0,2.0,59.598628997802734
0.12,0.25,150.0,50.0,75.0,0.5,
0.12,0.25,150.0,0.1,25.0,2.0,
0.015,0.25,150.0,0.5,25.0,2.0,62.62248229980469
0.12,0.5,150.0,5.0,75.0,1.0,
0.12,0.5,25.0,5.0,25.0,1.0,68.2629623413086
0.06,1.0,150.0,0.02,75.0,1000000.0,
0.24,0.5,75.0,0.1,25.0,0.5,82.39176177978516
0.015,0.5,75.0,50.0,5.0,1000000.0,64.69095611572266
0.06,0.5,150.0,5.0,25.0,2.0,
0.12,1.0,150.0,0.1,5.0,1000000.0,
0.015,0.5,75.0,0.02,25.0,1.0,70.80615234375
0.24,1.0,75.0,0.1,5.0,1000000.0,
0.03,0.5,150.0,0.1,5.0,1000000.0,67.21768951416016
0.24,0.25,75.0,5.0,5.0,1000000.0,
0.12,0.5,25.0,0.1,25.0,0.5,76.10301208496094
0.06,0.25,150.0,5.0,5.0,1000000.0,
0.015,0.5,25.0,50.0,75.0,1.0,53.75301742553711
0.24,0.5,25.0,0.02,5.0,1.0,75.00559997558594
0.03,1.0,75.0,0.5,75.0,1.0,60.092254638671875
0.12,0.5,75.0,0.02,75.0,0.5,92.53565216064453
0.015,1.0,75.0,0.02,25.0,1000000.0,81.98265838623047
0.015,1.0,150.0,0.5,75.0,1.0,61.97019958496094
0.12,0.25,150.0,50.0,5.0,1.0,
0.06,1.0,150.0,0.1,25.0,2.0,
0.24,0.5,25.0,0.02,75.0,1000000.0,110.5793228149414
0.03,1.0,75.0,5.0,75.0,1000000.0,
0.06,0.25,75.0,50.0,75.0,0.5,
0.03,0.25,150.0,50.0,25.0,2.0,56.17250061035156
0.06,1.0,75.0,5.0,75.0,1.0,
0.03,0.5,25.0,50.0,75.0,1000000.0,
0.03,1.0,75.0,0.5,5.0,1000000.0,68.15184783935547
0.06,0.25,75.0,5.0,25.0,2.0,62.529266357421875
0.12,0.25,25.0,50.0,75.0,0.5,
0.24,1.0,75.0,0.5,25.0,1.0,
0.24,1.0,25.0,5.0,75.0,1000000.0,
0.06,0.25,150.0,0.1,5.0,0.5,57.1947021484375
0.24,0.25,25.0,50.0,5.0,1000000.0,
0.015,0.25,25.0,0.02,5.0,1000000.0,72.47006225585938
0.015,0.5,75.0,50.0,25.0,0.5,53.989891052246094
0.24,0.25,25.0,0.02,75.0,0.5,98.43001556396484
0.24,0.5,75.0,0.5,5.0,0.5,69.0296630859375
0.015,1.0,150.0,5.0,25.0,2.0,63.52711868286133
0.24,0.25,150.0,0.02,25.0,0.5,
0.03,0.25,150.0,50.0,5.0,2.0,53.90971374511719
0.06,0.5,150.0,0.5,5.0,0.5,58.94869613647461
0.03,0.5,25.0,5.0,25.0,1.0,54.629512786865234
0.015,0.5,25.0,0.02,5.0,0.5,60.80487823486328
0.03,1.0,75.0,0.02,25.0,0.5,65.85458374023438
0.06,0.25,25.0,5.0,75.0,1.0,
0.015,0.5,150.0,0.1,5.0,2.0,61.21234130859375
0.015,1.0,150.0,0.02,25.0,1.0,68.45738983154297
0.015,0.5,75.0,0.02,75.0,2.0,84.78131103515625
0.015,0.5,25.0,50.0,5.0,0.5,52.17764663696289
0.24,0.5,75.0,50.0,5.0,0.5,65.50311279296875
0.12,1.0,150.0,0.1,75.0,1000000.0,
0.24,0.5,150.0,50.0,5.0,1000000.0,
0.03,0.25,75.0,5.0,25.0,0.5,56.98482131958008
0.015,0.25,25.0,0.02,25.0,0.5,76.00359344482422
0.24,1.0,75.0,0.02,5.0,2.0,
0.015,1.0,75.0,0.1,5.0,1.0,57.76093673706055
0.03,0.5,25.0,0.5,75.0,1000000.0,
0.12,0.5,150.0,0.5,25.0,2.0,
0.24,0.25,150.0,5.0,5.0,0.5,
0.12,1.0,25.0,50.0,5.0,1.0,67.21427917480469
0.24,0.5,25.0,5.0,25.0,1000000.0,
0.03,0.5,150.0,5.0,5.0,0.5,57.258888244628906
0.03,0.25,25.0,50.0,25.0,1000000.0,66.44235229492188
0.03,0.5,150.0,5.0,75.0,1.0,62.059722900390625
0.24,0.25,75.0,0.02,5.0,1.0,71.27214050292969
0.06,1.0,150.0,50.0,5.0,1000000.0,
0.06,1.0,150.0,50.0,75.0,1.0,
0.12,0.5,75.0,5.0,75.0,1.0,
0.03,1.0,25.0,5.0,75.0,1.0,57.02358627319336
0.12,1.0,25.0,0.1,25.0,0.5,78.98773956298828
0.24,0.25,150.0,0.02,75.0,1000000.0,
0.03,0.25,150.0,0.1,25.0,1.0,64.33847045898438
0.12,0.5,75.0,0.1,25.0,2.0,75.03392028808594
0.015,1.0,25.0,0.1,25.0,2.0,67.29193878173828
0.24,0.25,150.0,0.1,5.0,2.0,
0.24,0.25,25.0,50.0,25.0,0.5,70.61314392089844
0.12,1.0,75.0,0.5,5.0,2.0,
0.015,0.5,150.0,0.5,5.0,1000000.0,68.60621643066406
0.12,0.5,75.0,0.1,25.0,1000000.0,
0.24,0.5,25.0,0.1,25.0,0.5,82.95695495605469
0.12,0.25,25.0,0.1,75.0,2.0,88.24518585205078
0.06,0.5,150.0,0.02,75.0,2.0,89.57515716552734
0.06,1.0,75.0,50.0,25.0,1.0,64.87126922607422
0.24,1.0,75.0,0.1,5.0,1.0,
0.06,1.0,25.0,5.0,5.0,1.0,62.61565017700195
0.06,0.5,75.0,5.0,25.0,1000000.0,
0.12,1.0,150.0,50.0,75.0,2.0,
0.24,0.25,25.0,0.5,75.0,1000000.0,
0.24,0.5,150.0,0.1,25.0,2.0,
0.06,0.5,150.0,0.5,5.0,1000000.0,
0.24,0.25,25.0,0.02,25.0,1000000.0,104.20652770996094
0.12,0.25,75.0,0.5,5.0,2.0,
0.015,1.0,25.0,50.0,25.0,2.0,58.23998260498047
0.12,0.25,150.0,0.1,75.0,0.5,
0.03,0.5,75.0,50.0,25.0,2.0,55.56797409057617
0.12,0.5,75.0,0.1,5.0,1000000.0,
0.015,0.25,25.0,0.1,5.0,1.0,58.36003875732422
0.12,0.5,75.0,0.02,5.0,1.0,65.93898010253906
0.015,0.25,75.0,0.02,5.0,1000000.0,69.28752136230469
0.24,0.5,25.0,50.0,75.0,1000000.0,
0.03,0.25,75.0,5.0,75.0,1.0,57.01052474975586
0.015,0.25,75.0,5.0,75.0,1.0,56.993568420410156
0.12,0.25,75.0,0.1,25.0,1.0,72.29722595214844
0.06,0.5,150.0,5.0,5.0,0.5,58.13471984863281
0.24,1.0,75.0,0.02,75.0,1000000.0,
0.12,1.0,150.0,50.0,5.0,1.0,
0.06,0.25,75.0,5.0,5.0,0.5,57.322330474853516
0.12,0.25,25.0,0.02,75.0,1.0,98.22171020507812
0.24,0.25,150.0,5.0,25.0,0.5,
0.03,0.5,75.0,5.0,5.0,1000000.0,65.31165313720703
0.015,1.0,75.0,0.5,25.0,2.0,60.276100158691406
0.24,1.0,25.0,50.0,75.0,1000000.0,
0.015,0.25,150.0,0.1,25.0,0.5,65.27686309814453
0.03,0.5,75.0,50.0,75.0,1.0,55.78910827636719
0.12,0.5,150.0,0.02,25.0,0.5,72.70398712158203
0.015,1.0,75.0,0.5,25.0,1.0,57.793067932128906
0.015,1.0,25.0,0.5,5.0,1.0,55.72480010986328
0.03,0.5,75.0,50.0,75.0,1000000.0,
0.015,1.0,75.0,5.0,25.0,1.0,57.4454460144043
0.015,0.25,150.0,5.0,75.0,1000000.0,69.67621612548828
0.24,1.0,150.0,0.5,5.0,1000000.0,
0.24,0.25,150.0,5.0,5.0,1.0,
0.24,0.25,75.0,0.5,5.0,1000000.0,
0.06,0.25,25.0,50.0,5.0,1.0,58.49155807495117
0.24,0.5,25.0,0.02,25.0,0.5,86.8334732055664
0.06,0.25,75.0,0.5,75.0,0.5,
0.24,0.5,150.0,0.02,5.0,1000000.0,
0.015,0.25,75.0,0.1,25.0,1.0,64.23607635498047
0.015,0.25,150.0,0.5,5.0,2.0,61.089454650878906
0.12,0.25,150.0,0.1,75.0,1.0,
0.03,0.5,150.0,0.02,75.0,1000000.0,98.2854232788086
0.03,0.5,75.0,5.0,75.0,0.5,58.08201599121094
0.12,0.25,75.0,50.0,75.0,2.0,
0.015,0.5,150.0,50.0,75.0,1000000.0,68.6082534790039
0.12,1.0,150.0,0.1,5.0,0.5,62.35116195678711
0.12,0.25,25.0,50.0,25.0,0.5,65.34529113769531
0.06,0.5,75.0,0.02,25.0,0.5,68.06051635742188
0.06,0.25,25.0,5.0,5.0,2.0,63.82359313964844
0.24,1.0,75.0,0.02,25.0,1000000.0,
0.06,1.0,150.0,0.1,75.0,0.5,
0.06,1.0,25.0,0.02,5.0,2.0,71.31376647949219
0.015,0.25,150.0,0.5,75.0,2.0,62.9847412109375
0.015,0.25,150.0,5.0,5.0,0.5,57.46257781982422
0.24,0.5,25.0,50.0,25.0,2.0,
0.24,0.25,75.0,0.5,25.0,0.5,74.56503295898438
0.24,0.5,150.0,0.5,75.0,2.0,
0.015,1.0,25.0,50.0,5.0,1000000.0,63.646514892578125
0.24,1.0,25.0,5.0,5.0,0.5,69.99311828613281
0.24,1.0,150.0,5.0,5.0,0.5,
0.015,0.5,25.0,0.1,5.0,1000000.0,67.79405975341797
0.24,0.5,150.0,0.5,75.0,0.5,
0.12,0.25,150.0,5.0,25.0,1000000.0,
0.03,1.0,150.0,0.02,75.0,1.0,78.61188507080078
0.12,0.25,150.0,0.1,25.0,1.0,
0.03,0.25,25.0,0.02,5.0,1.0,58.386531829833984
0.24,1.0,25.0,0.02,75.0,2.0,104.86332702636719
0.24,0.5,150.0,5.0,25.0,0.5,
0.12,0.5,25.0,0.1,5.0,1000000.0,86.89558410644531
0.06,0.5,25.0,0.02,75.0,2.0,94.11833190917969
0.03,0.25,25.0,50.0,25.0,0.5,53.021217346191406
0.06,0.25,25.0,50.0,25.0,0.5,58.382320404052734
0.06,0.5,25.0,0.5,5.0,1000000.0,77.69249725341797
0.24,1.0,75.0,0.02,75.0,0.5,100.5600814819336
0.06,0.25,150.0,5.0,25.0,1000000.0,
0.24,0.5,75.0,50.0,5.0,2.0,
0.03,1.0,150.0,0.5,5.0,2.0,56.694698333740234
0.12,0.25,150.0,0.5,75.0,1000000.0,
0.03,1.0,150.0,0.5,25.0,1000000.0,
0.12,0.25,25.0,0.02,5.0,0.5,67.44383239746094
0.12,1.0,75.0,0.5,25.0,1.0,
0.12,0.25,75.0,0.02,5.0,1000000.0,
0.06,0.25,75.0,5.0,25.0,1.0,61.3864860534668
0.03,0.25,25.0,5.0,75.0,1000000.0,
0.03,0.25,25.0,0.02,75.0,1000000.0,97.33001708984375
0.015,0.25,150.0,0.02,75.0,1.0,81.04793548583984
0.015,1.0,150.0,0.1,25.0,0.5,65.87174987792969
0.03,0.5,25.0,5.0,25.0,1000000.0,67.28392791748047
0.06,0.25,25.0,0.5,25.0,1.0,62.546138763427734
0.24,0.5,150.0,5.0,5.0,1000000.0,
0.12,1.0,25.0,0.1,25.0,2.0,82.49852752685547
0.24,0.25,25.0,0.02,25.0,2.0,92.95934295654297
0.03,1.0,150.0,50.0,25.0,1000000.0,
0.24,0.5,150.0,0.5,25.0,1000000.0,
0.03,0.5,25.0,0.02,25.0,0.5,73.05152130126953
0.12,0.25,150.0,0.02,75.0,1000000.0,
0.03,0.25,150.0,0.1,5.0,0.5,55.259883880615234
0.06,1.0,25.0,50.0,25.0,1000000.0,
0.015,0.25,75.0,0.1,75.0,2.0,70.36862182617188
0.06,1.0,150.0,0.02,25.0,0.5,66.4004135131836
0.24,0.5,150.0,0.5,5.0,1000000.0,
0.12,1.0,75.0,50.0,75.0,1.0,
0.03,0.25,75.0,0.5,5.0,1000000.0,67.21315002441406
0.015,0.5,25.0,50.0,5.0,2.0,57.50548553466797
0.03,1.0,150.0,5.0,75.0,0.5,64.349609375
0.24,0.25,150.0,0.1,75.0,2.0,
0.24,0.5,75.0,5.0,25.0,1.0,
0.24,1.0,75.0,50.0,5.0,0.5,66.27804565429688
0.06,0.25,25.0,0.02,75.0,0.5,88.21685791015625
0.06,0.5,25.0,0.1,25.0,2.0,71.859619140625
0.03,0.25,25.0,5.0,25.0,2.0,58.02299880981445
0.03,1.0,75.0,50.0,75.0,2.0,58.311241149902344
0.03,1.0,25.0,0.5,5.0,0.5,56.22074890136719
0.12,0.25,75.0,0.5,75.0,2.0,
0.12,1.0,75.0,50.0,75.0,0.5,
0.015,0.25,25.0,50.0,75.0,1000000.0,63.298038482666016
0.015,1.0,25.0,5.0,75.0,1.0,54.6965446472168
0.03,1.0,25.0,5.0,5.0,0.5,54.760398864746094
0.24,0.25,75.0,0.1,5.0,0.5,69.78141784667969
0.03,0.25,75.0,0.5,5.0,2.0,55.675079345703125
0.015,1.0,25.0,50.0,5.0,2.0,58.04779052734375
0.06,0.25,75.0,0.1,75.0,1.0,76.40814208984375
0.03,1.0,150.0,5.0,5.0,1.0,56.93585968017578
0.24,0.25,75.0,0.02,5.0,0.5,68.72576141357422
0.015,1.0,150.0,0.1,75.0,2.0,75.72456359863281
0.24,0.25,25.0,0.1,5.0,1.0,75.56531524658203
0.24,0.5,75.0,0.5,75.0,0.5,
0.06,0.5,150.0,0.5,25.0,1.0,
0.03,0.5,150.0,0.1,5.0,0.5,55.32568359375
0.03,1.0,25.0,5.0,5.0,2.0,59.34230041503906
0.06,1.0,150.0,0.1,5.0,0.5,57.66434097290039
0.24,0.5,75.0,5.0,5.0,0.5,65.9566879272461
0.015,0.25,25.0,5.0,5.0,0.5,52.567543029785156
0.06,1.0,150.0,50.0,5.0,0.5,58.39744567871094
0.12,1.0,75.0,0.1,25.0,1.0,74.79608154296875
0.12,0.5,25.0,50.0,75.0,2.0,
0.03,0.5,75.0,0.02,25.0,1000000.0,83.47476196289062
0.12,0.5,150.0,0.5,5.0,1.0,
0.03,0.25,25.0,0.5,5.0,0.5,54.709495544433594
0.12,0.25,75.0,5.0,75.0,1.0,
0.06,1.0,75.0,5.0,75.0,0.5,
0.12,0.5,150.0,0.5,25.0,1000000.0,
0.24,0.25,150.0,50.0,75.0,0.5,
0.12,0.5,75.0,0.02,25.0,1000000.0,
0.24,0.5,150.0,0.02,25.0,0.5,
0.12,0.5,75.0,50.0,75.0,1.0,
0.24,0.5,75.0,0.5,5.0,1000000.0,
0.24,1.0,25.0,0.1,75.0,1.0,
0.03,1.0,150.0,0.02,75.0,1000000.0,97.3549575805664
0.015,0.25,75.0,0.1,75.0,1.0,69.6955795288086
0.06,0.25,75.0,50.0,5.0,1000000.0,
0.24,1.0,150.0,0.5,25.0,1000000.0,
0.03,0.25,150.0,5.0,25.0,1000000.0,66.46414184570312
0.06,1.0,25.0,50.0,5.0,0.5,60.65653991699219
0.015,0.5,25.0,0.1,5.0,0.5,57.57699203491211
0.03,0.5,25.0,0.1,75.0,0.5,70.6054916381836
0.06,0.5,75.0,0.5,75.0,1000000.0,
0.24,0.25,150.0,0.02,5.0,1000000.0,
0.06,0.5,25.0,5.0,25.0,1.0,61.93461608886719
0.03,0.5,25.0,5.0,75.0,1.0,54.95600509643555
0.06,1.0,150.0,50.0,25.0,1.0,
0.015,0.25,25.0,0.5,75.0,1000000.0,66.49431610107422
0.12,1.0,75.0,5.0,75.0,1000000.0,
0.24,1.0,75.0,0.5,5.0,1.0,
0.06,0.25,75.0,50.0,25.0,1000000.0,
0.12,0.25,75.0,0.02,25.0,0.5,75.73575592041016
0.015,0.25,150.0,5.0,25.0,0.5,59.312347412109375
0.015,1.0,75.0,50.0,75.0,0.5,55.06962585449219
0.015,0.25,150.0,5.0,25.0,1000000.0,69.0218734741211
0.03,0.25,150.0,0.02,5.0,1.0,53.70738983154297
0.06,0.5,150.0,0.02,75.0,1.0,85.53031921386719
0.12,1.0,75.0,0.5,25.0,2.0,
0.12,1.0,25.0,5.0,5.0,1000000.0,86.62940979003906
0.24,0.5,150.0,5.0,5.0,1.0,
0.03,0.25,25.0,50.0,75.0,1.0,53.766868591308594
0.06,0.5,150.0,0.1,5.0,2.0,59.16115951538086
0.03,0.5,25.0,0.1,75.0,1000000.0,78.85575103759766
0.03,0.25,25.0,50.0,5.0,1.0,52.65290069580078
0.03,1.0,150.0,0.1,5.0,0.5,55.74106216430664
0.015,0.5,25.0,0.02,25.0,2.0,80.31604766845703
0.12,0.5,75.0,0.5,5.0,0.5,63.36065673828125
0.015,0.5,25.0,5.0,5.0,1000000.0,63.121883392333984
0.015,0.5,25.0,0.02,5.0,2.0,66.51412200927734
0.015,1.0,75.0,0.1,5.0,2.0,60.87559509277344
0.03,1.0,75.0,50.0,5.0,1000000.0,66.09945678710938
0.03,0.5,25.0,0.5,5.0,2.0,59.993350982666016
0.015,0.25,25.0,0.1,75.0,1000000.0,75.7345962524414
0.06,0.5,75.0,0.02,25.0,1000000.0,92.91302490234375
0.24,1.0,75.0,0.1,75.0,0.5,
0.24,0.5,25.0,5.0,5.0,2.0,75.08195495605469
0.12,0.25,25.0,0.02,25.0,1.0,85.30974578857422
0.06,0.25,75.0,0.5,5.0,1000000.0,
0.06,1.0,25.0,0.5,25.0,1000000.0,82.50078582763672
0.24,0.25,150.0,0.02,25.0,1000000.0,
0.03,1.0,25.0,0.5,5.0,2.0,61.48023986816406
0.03,1.0,75.0,0.1,25.0,2.0,62.813438415527344
0.24,0.25,75.0,0.1,75.0,1.0,
0.12,0.5,25.0,0.1,5.0,1.0,67.93930053710938
0.06,0.5,75.0,0.1,75.0,1000000.0,
0.015,0.25,150.0,0.02,5.0,0.5,56.18688201904297
0.03,1.0,75.0,0.02,25.0,1000000.0,83.4050521850586
0.015,1.0,25.0,0.1,75.0,1.0,68.41647338867188
0.12,0.25,25.0,0.5,75.0,1000000.0,
0.03,0.5,25.0,0.5,25.0,1000000.0,70.13982391357422
0.03,0.25,75.0,0.02,75.0,0.5,79.07823944091797
0.015,1.0,25.0,0.5,25.0,1.0,56.728126525878906
0.24,1.0,75.0,0.02,5.0,1000000.0,
